g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,label,split
1.1644,-0.6285,0.5499,0.3024,-2.5890,-1.4335,-1.0746,1.3504,-1.8125,0.8771,1.0485,0.4754,0.6474,-0.4759,-0.0102,0.2158,0.4040,0.6789,-0.1984,-0.6732,-0.5399,0.3945,-1.5946,-1.2036,-0.3954,-0.5308,-0.2596,-2.5561,-0.3273,-0.2411,0.7452,-1.9005,-0.2938,0.4556,0.4700,1.1484,1.0134,-1.0078,0.6112,-0.3217,0,train
-0.7715,1.4738,2.4512,-0.8208,-0.3919,-3.4795,0.9677,0.3653,1.3462,3.5513,-0.5914,-0.9029,-0.6297,-0.4446,2.5297,0.0377,1.1493,-0.5830,0.3385,-0.0266,-4.3044,-1.0535,-0.2114,2.4480,0.3084,0.4612,0.0468,-3.2925,0.4107,-0.9654,-1.2935,2.7159,-1.3771,-0.4957,-0.7199,-0.5340,-0.0432,-3.8108,-0.4074,-1.6480,1,train
-1.4427,0.2214,0.1435,-0.9380,0.7181,-0.0473,0.0180,-0.4337,0.5285,0.0938,1.0972,0.4357,-0.5957,-0.2155,0.8865,-0.3526,0.3695,0.5041,-0.1735,-2.2490,0.1274,0.2067,0.1310,-0.7339,1.1684,-0.1302,-0.6026,-0.6934,0.3466,-1.0548,-0.9676,1.9340,1.2670,1.0191,1.3201,0.5756,-1.6298,1.1554,1.1984,0.4744,0,train
-1.8930,1.2026,4.2952,-0.4762,0.1235,-2.3332,-0.0825,1.0634,0.0787,4.4968,0.0826,-5.1306,-0.9640,3.0675,4.1499,1.2699,1.1029,1.6614,0.5372,-0.5774,-3.0342,-1.8604,-0.1824,4.2598,-2.0966,0.1909,0.7991,-2.2425,-0.8984,-0.6322,-1.8196,2.2101,0.5180,2.0081,-1.1120,1.3379,0.4146,-3.6201,2.1298,-2.4476,1,train
-0.1783,-0.3967,-1.1944,1.8941,-0.4337,-2.0212,0.2566,-0.0330,0.1711,1.7642,-0.1032,-0.2580,-0.7256,-0.0218,-0.4265,0.1991,3.0375,0.3825,-0.8332,1.8769,0.8404,0.7938,0.6955,0.7970,0.6563,1.3719,0.9794,1.3119,-0.4882,-0.0022,-0.7094,0.9317,0.8089,-0.4534,0.5689,2.5553,1.2037,-1.0863,-0.0898,0.6181,0,train
-0.0347,0.3763,3.8424,0.3196,-1.0687,-1.9027,-0.0948,0.1109,-0.5514,1.2256,-1.2138,-4.3223,-1.0413,-2.6440,4.7806,-1.1312,-0.7058,0.5177,-2.3475,1.3070,-3.7525,0.6428,-0.4691,3.5871,0.1026,-0.0011,-1.7793,-4.0511,-0.0403,1.3734,-0.5313,2.4341,0.1583,0.4711,0.9662,-1.4598,0.2675,-2.4631,-0.3042,-0.8317,1,train
0.1376,1.4025,-0.0410,-0.9750,-0.2355,-0.9720,-1.3589,-0.2263,-0.3894,-0.7912,-0.8630,-0.9064,0.2302,1.3576,-0.2050,2.1786,-1.5766,0.2672,-1.1270,-0.1571,0.0996,0.5446,1.1010,-0.5408,-1.2107,-0.1834,0.2862,-0.6807,0.8707,1.6409,-1.3862,0.3531,0.9908,-1.8728,0.2005,-0.2196,-1.3874,1.2823,0.2117,-0.4667,0,train
0.4324,0.6264,3.6671,0.5654,0.3983,-4.2332,-0.4105,0.1254,-2.6975,4.7196,-0.3699,-4.1630,-1.7728,0.2428,2.9535,-0.5690,-0.4062,-0.8657,-0.7304,-0.0955,-3.3020,0.6616,-0.1389,2.6445,0.3951,1.2387,0.5862,-3.0937,-0.1591,-0.7853,-0.3337,3.8041,0.2207,-0.3779,-1.2980,-1.4938,0.3136,-1.6531,0.3644,-1.3383,1,train
-0.9882,0.8673,0.5808,-0.2968,1.5522,-0.2822,-1.0291,1.0639,-0.1834,0.3364,0.0371,-0.9761,-1.1563,-0.1892,1.3690,-0.9775,1.3232,0.2146,-1.0831,0.2597,0.5525,-0.8756,-2.0738,0.3471,-1.0805,0.4291,-1.8609,-0.1381,-0.7878,-1.4412,-0.2347,0.1667,-0.5421,-1.1491,0.2066,-1.7017,0.5205,0.4773,1.6320,0.8593,0,train
0.3450,0.2564,2.6968,-1.2890,1.4222,-2.2961,-0.2782,-1.1141,1.4427,3.6021,-1.1521,-2.0933,1.8424,-0.0221,3.8346,-0.4041,-0.6108,1.0428,2.9916,0.1133,-2.8731,0.7707,-0.2961,4.0376,0.8050,-0.9872,-1.0416,-3.1818,0.8086,0.2692,1.2051,1.2621,0.4788,-0.6043,0.0972,0.3124,-0.9418,-3.1374,-1.1296,0.2583,1,train
-0.8116,-0.3508,-0.2630,1.7638,-0.4063,1.5214,0.4335,-1.2671,-2.2428,0.6575,-1.9297,0.6964,0.9971,0.3783,-0.2031,-0.2432,0.2512,-0.2936,-0.5185,-0.3585,1.1337,-0.6012,0.3678,-1.1153,-0.6902,-1.3309,-0.1916,0.6613,0.2957,-0.4772,0.5922,-0.3360,0.3605,0.2649,0.5243,-2.3983,-1.2610,0.7490,-0.1036,2.1715,0,train
-0.2273,-0.5337,4.6057,0.5377,1.8368,-2.4313,-0.1970,0.7006,-0.7622,1.7727,-0.5369,-3.2913,0.7534,-0.4655,2.9038,-0.4821,0.8544,-2.6653,-0.2010,0.1631,-3.7553,0.9797,0.2093,4.4251,0.9298,0.6199,-0.1445,-4.1659,-0.2129,-0.4445,0.2416,2.4382,2.9535,-1.5444,1.1350,-0.4541,-0.2343,-2.9437,0.0027,-1.1716,1,train
0.4051,-0.5927,0.2284,-0.1171,-2.1281,-1.5216,-1.3425,1.9942,-0.1776,-0.2668,-0.5452,0.9471,0.0269,1.6467,0.7611,1.5876,-0.1132,0.3621,-0.4178,-0.1629,-1.6697,-0.5608,-0.9177,-0.6287,1.1734,0.2524,1.1818,0.8276,0.8873,0.9686,-0.5837,0.7736,-0.3105,-0.5114,1.1520,2.0861,-0.9431,1.6747,0.8010,-0.8169,0,train
0.2634,0.3579,3.3268,-0.3437,-1.2389,-2.8309,0.8303,0.7563,0.6369,4.0764,-0.9553,-3.5814,0.3281,0.9625,3.2657,0.4993,0.1287,2.0218,-2.1036,-0.0237,-0.6025,0.2271,-1.7649,2.6769,-1.3811,-0.6543,0.2164,-0.9337,0.4457,0.6441,0.9809,3.3376,-0.8256,-0.0944,0.3243,-0.2665,-0.6430,-3.0095,-1.4462,-0.9867,1,train
0.4133,-1.0335,0.1293,-0.0702,0.9589,-0.3775,-0.3583,0.2366,0.0528,1.6260,-0.2477,-0.5163,-0.3072,0.4562,0.2252,0.6673,-1.3315,2.3842,1.7708,-0.0301,-1.1634,0.1490,0.3994,-2.1481,0.0131,-1.4224,0.4409,1.3297,0.9946,-1.4492,1.3295,0.8719,-0.3473,0.4831,1.4601,-0.3192,-0.0150,-0.5382,1.1128,-2.0724,0,train
1.3660,-0.9310,4.3549,-1.5639,-0.9013,-3.5881,0.7970,-1.5600,0.5802,2.5812,1.1948,-3.3192,0.4679,-0.1653,4.8847,-0.3465,-0.0240,1.9090,0.0746,0.6601,-3.3243,0.1921,-2.1827,2.7513,-0.6223,-1.4461,-1.3626,-1.6309,0.4104,-1.4589,1.7454,2.1887,-0.3550,0.2372,-1.0941,-1.5562,-0.7174,-2.1015,0.9158,-1.5202,1,train
-1.1702,1.5341,-0.6085,-0.5663,0.6767,0.4175,-0.3262,-1.0298,-0.9625,-1.5379,1.1003,1.0425,1.7978,0.4800,0.3202,0.7287,0.9154,-0.2491,0.3390,2.0729,-1.6300,-1.3527,-0.9270,0.7251,1.1433,-0.3261,0.6465,-0.0466,0.2887,-0.5202,-0.0262,-0.0045,1.0888,2.1484,-1.7471,0.5127,-0.0048,0.9320,1.0219,0.7514,0,train
0.7786,-0.9145,1.1535,1.6074,1.1638,-3.6647,1.2426,0.6421,-2.3629,3.8918,-0.9507,-1.5464,-0.6561,-0.7158,1.1102,-0.2087,0.9801,-0.6466,-1.7917,2.0654,-1.1078,0.6650,-0.5179,2.4061,-1.5786,0.5379,1.2520,-3.9419,-0.0003,-0.2674,-0.2470,3.6866,2.0159,-0.6136,0.8188,1.0492,-0.2739,-2.5779,-1.2928,1.0394,1,train
-1.8774,1.7522,-0.3839,-1.4834,-0.1021,0.5854,-1.6651,-0.8506,0.2502,-0.8891,0.7686,0.9277,0.4269,-0.4142,-0.0448,-0.6102,-0.1259,0.3068,-0.2897,0.9390,2.5037,-0.5279,0.3311,0.7942,0.6221,-0.2296,-0.4628,0.9692,0.6031,0.4890,-0.7759,0.6099,0.7674,-0.1786,0.6241,2.0975,-1.8127,0.5860,-1.1311,-1.3178,0,train
-0.2273,0.5275,3.1774,-1.1261,-1.3899,-3.1891,0.0133,-0.8025,-1.4533,5.0148,-0.8109,-3.8965,-0.5302,-0.5660,2.5631,-0.2879,0.5989,-1.1459,-1.4376,1.8861,-2.9764,0.7433,1.1416,3.1183,0.0353,-1.5052,-1.5498,-1.3002,0.6554,0.5511,-1.6060,1.1787,-1.0228,-1.1442,0.1543,-0.9897,1.5328,-3.8737,-0.5442,0.8372,1,train
0.9452,0.4157,-1.9544,-0.0262,-0.6484,-1.1420,-1.0739,0.7429,-0.2877,1.9087,0.4571,-1.8538,0.8683,1.2136,0.0305,-1.1780,1.7184,-1.2762,-0.0815,-1.8531,-1.2193,-1.6528,1.0591,1.1462,-0.3942,-1.3191,-0.0586,0.3687,-1.4852,-1.1276,-0.0998,0.6851,0.0726,0.4380,-1.2166,-2.4256,0.3037,-0.8941,-0.1209,-0.3677,0,train
0.4686,-0.7530,4.7555,0.0304,0.5161,-2.3000,1.0123,0.3942,-1.7080,2.5395,1.8167,-2.5251,0.5478,0.4564,2.1613,-0.6625,-0.6319,1.1320,0.3562,1.7400,-2.5422,1.8494,0.4476,1.2616,1.7035,0.3304,1.1666,-2.9627,-0.3205,0.1660,-1.0992,1.7156,-0.8705,-0.5142,-1.3292,-0.1011,0.2986,-0.5856,1.8052,-0.0489,1,train
-0.3535,0.5443,-0.6679,0.4670,0.5605,1.5328,-1.0690,-0.1093,0.5034,1.4764,0.2581,0.7422,-1.4443,-0.5746,1.6357,-0.2800,2.1297,-0.7172,-0.2738,-1.5708,0.6265,0.2606,1.9893,0.1630,-0.2470,-1.3887,-0.0811,0.9336,0.7303,1.2113,0.8531,-0.0458,0.5968,0.1703,-1.3152,1.6898,0.3699,-1.0379,0.3805,0.2844,0,train
0.9845,1.4269,-0.5732,0.5485,1.5128,-3.9927,-1.8370,0.2763,0.3324,3.4285,-1.0976,-3.7493,0.1928,0.7371,5.4954,0.2909,-0.5964,-2.3359,1.0635,-0.1306,-2.8894,-0.9786,0.7273,1.6490,0.1074,0.1200,0.2973,-2.0322,-0.0981,0.0934,0.8490,1.6502,-0.2897,0.0672,0.9476,-0.7938,0.7974,-2.8091,-1.4755,-1.4677,1,train
-1.2778,0.3590,-1.0260,-1.1843,-0.3474,0.1385,-0.0531,-0.3282,-0.9940,0.1854,-0.7366,-1.3997,0.0928,1.4451,-0.4024,-1.0556,1.3768,1.7026,-0.2925,-0.2099,0.2106,2.9355,0.1331,0.9892,0.4413,-1.8105,-1.0965,-1.2265,0.4310,0.1058,1.7815,-0.2690,0.3069,0.0748,0.1385,2.3063,0.2835,1.4657,1.2924,-0.6046,0,train
0.6828,-0.3794,3.6066,0.1575,0.0209,-3.3936,1.5511,-0.2642,0.7001,4.5667,0.6240,-2.1194,1.3841,1.0848,4.6167,-1.4235,1.9525,0.0278,-1.7427,-0.6385,-3.6179,-0.0216,-1.4855,2.1036,0.2950,0.1565,-0.7957,-3.0829,-0.0987,0.0747,-0.0069,2.5506,0.8768,-1.6029,-0.4928,0.1332,-0.4003,-3.8025,-0.4364,0.2086,1,train
0.0441,-0.5639,-2.1753,-1.7188,0.0139,-0.1172,0.4377,0.2230,-0.4780,-1.2641,-1.0940,-0.1391,-1.1481,0.7552,-1.3256,-1.7906,-0.1937,-1.7740,1.6269,-0.9918,-0.0518,-0.2440,-0.8198,-1.7669,-1.8607,0.8646,1.0209,2.1629,-1.4620,0.5605,-0.0141,0.8454,-0.5137,0.7214,0.8957,0.6064,1.4465,-0.1747,1.5437,-0.7005,0,train
1.6671,-2.7465,3.2054,-0.8005,0.0016,-2.3529,0.7181,0.0950,1.7016,1.2873,-0.8142,-0.9249,0.3281,-2.0745,3.3241,-1.1843,1.4774,1.1438,-0.5470,1.2935,-3.1645,0.9202,0.5790,2.8760,-1.4216,-0.2797,-2.2895,-3.8719,-1.8505,1.2155,-0.9665,1.1719,0.5843,0.3689,-0.5068,2.1174,0.7735,-3.0397,-0.6449,-2.9556,1,train
0.1965,0.7499,1.3999,-0.3193,-1.2281,-0.7917,-1.2587,-0.8889,-0.1208,0.3429,0.1562,0.0698,-0.3571,0.4235,0.8854,0.7597,1.4975,-0.2901,-0.2515,1.6945,0.2010,0.4129,-0.3362,0.9688,-0.4025,-1.0076,-0.0606,-0.4423,0.8339,-0.3777,0.1234,-0.2171,0.3402,-0.6303,1.1047,-1.4239,-0.3853,-0.7085,0.6479,0.0400,0,train
0.4849,-0.3300,1.8891,-1.1195,-0.3341,-2.8837,0.2800,0.3548,0.9770,2.9027,-0.7485,-4.1584,0.0612,0.3609,4.7644,0.1819,1.7575,1.8732,-1.0488,1.2104,-1.9384,1.3455,-0.0099,3.3442,-0.4811,-0.0702,0.0191,-1.3742,-0.2153,0.9551,0.0661,2.4574,0.2426,0.6600,-0.7121,0.6343,-0.7124,-3.9882,0.2200,-0.2353,1,train
-0.6129,0.0793,0.1300,1.0694,0.2761,0.2538,-0.7236,0.8620,1.1725,-0.4936,0.6389,0.3081,-0.0467,-1.2856,1.7565,-1.8654,0.3029,-0.3761,1.1444,-0.4226,0.0394,0.6105,0.4559,-0.5193,0.6807,0.3915,0.9876,-0.5103,-0.0460,-0.3906,-0.8368,0.2545,0.4085,1.4171,-0.3249,0.3866,1.1406,-0.1137,0.0630,0.1338,0,train
-0.6885,-0.9858,3.9119,0.1727,-0.0744,-4.0462,0.1174,1.1698,-1.1471,2.2462,1.1056,-1.3419,1.5472,-0.5507,4.0396,-0.7480,0.5187,-0.3635,0.1953,1.3358,-2.6618,-0.2397,0.0557,3.4160,-0.5103,0.2057,0.5971,-2.4568,-2.0511,-1.1837,-1.2308,3.6927,2.4272,0.1927,0.1207,1.1322,-2.4276,-3.5461,-3.0978,0.1538,1,train
-0.8212,1.2389,0.9578,0.1391,0.9847,1.5973,1.3677,0.0014,-0.0542,1.0991,-1.4596,-0.5979,0.4810,0.5645,1.8455,1.7448,0.3215,0.4376,-1.3069,-0.1835,0.2590,-0.2239,0.0596,0.6026,-0.9426,-0.5622,-1.7605,1.1339,-1.0450,-1.6862,0.7627,-0.2116,0.9564,-0.3647,2.1036,0.7068,0.1492,0.1144,-0.2036,0.8004,0,train
1.9781,-0.4175,1.9693,0.5909,1.0553,-4.8976,-0.6839,-0.9851,0.5557,3.7630,-0.7251,-4.0421,0.6750,-2.0310,2.7768,-0.1532,1.8957,0.9813,-0.5722,-0.2706,-3.8254,-0.7182,0.0806,4.1872,-1.4873,-0.2247,1.4725,-2.0971,-0.8025,-0.7950,-0.8429,1.3826,1.1337,0.0685,-0.6875,-1.4132,-0.3785,-3.1282,1.6958,-0.4526,1,train
-0.8840,-1.4598,0.4936,0.5098,0.1718,0.7675,0.5272,0.1202,-0.8685,0.5812,1.1667,0.6205,1.2267,-0.4646,-0.9622,1.2296,-0.5734,0.2387,-0.1873,0.0216,-0.2657,-0.5295,-1.7506,1.8711,0.1999,-1.8895,-0.8901,-1.1051,-0.7282,-2.5003,0.5643,1.6087,-0.2414,0.7297,0.5894,-1.2210,1.1954,-1.6529,-0.5640,-0.3520,0,train
1.2318,0.1165,2.7391,-0.7882,0.0883,-2.5892,0.7158,1.3669,0.7227,2.9584,-0.1496,-1.1487,0.1969,-0.0159,4.9695,1.5360,0.5572,-0.1064,-0.6211,1.0449,-2.7550,0.9401,-0.7666,3.5435,0.3940,0.1418,0.2289,-2.9232,-1.0986,-1.0856,-0.1440,4.9918,-0.1216,-0.9063,-0.6453,0.0333,1.1565,-4.1386,0.5485,0.1830,1,train
0.5893,-1.6692,0.0520,0.4396,-0.6676,-1.1042,0.4227,0.4995,-0.4151,-0.2367,-0.4946,-0.5537,-0.0562,1.0480,-1.5709,-0.3320,1.5752,0.3098,0.1503,0.8153,-0.9787,-1.1799,-1.6186,-1.4220,0.2428,0.8285,-0.4061,-0.6629,0.3939,0.5984,0.2502,-1.8564,-0.5309,-2.4683,0.2369,-0.8277,-0.6389,1.4650,1.2879,0.4697,0,train
0.2688,0.1685,2.1822,-0.0494,1.8624,-3.6225,-0.6447,0.1580,0.8688,4.4175,-0.9410,-3.4050,-0.2578,-1.2002,3.1312,-0.4679,0.8951,0.4216,-0.7590,0.0788,-2.9216,-0.6176,-0.4733,4.3790,-0.4021,-1.6675,-0.7532,-2.4198,2.0938,-1.0246,-0.3458,3.5352,-1.3685,0.3908,-0.0493,0.2716,2.1774,-3.8325,0.7720,0.8113,1,train
0.7820,0.2607,0.0605,-0.5352,0.3002,0.2375,0.6339,1.0564,0.3036,-0.5276,0.7851,1.5098,-0.8114,0.4084,0.5331,0.5216,0.4910,-0.0881,-0.0987,1.6400,1.6841,-1.3623,-2.4665,0.4262,-0.6552,-0.5020,-1.5491,0.3439,-0.0529,-0.5243,0.8737,2.3640,1.4336,1.1412,-0.3999,0.6403,-0.0365,1.1249,0.5661,-0.0336,0,train
0.5375,-0.6972,3.8849,1.4620,-0.3508,-2.2783,-1.6183,0.9107,0.8530,1.6570,1.6943,-2.8008,-1.6808,-1.3297,4.0079,-0.2643,1.0724,-1.5058,-0.0956,0.9496,-3.3258,0.6612,-0.3487,3.7665,0.3137,2.1696,-1.2028,-1.5976,1.2750,-1.0919,0.0794,5.4023,1.0205,-2.8813,-0.2304,-1.6609,0.2947,-3.5540,-0.5455,-0.8128,1,val
1.5287,-0.6248,-0.6443,-1.3033,1.9294,0.6002,-1.0536,-0.3261,-0.9301,1.4798,0.4062,-1.9781,0.2039,0.8893,0.0019,0.4600,-0.1069,0.2031,0.2069,-0.6873,0.3380,0.1608,-0.0371,-0.6641,-0.9852,0.2393,0.8025,-2.3488,-0.5198,1.3156,0.8898,-0.6926,1.3141,-0.9590,-0.7673,1.8850,-0.4239,-0.2102,-1.6031,-0.9822,0,val
-1.1426,-0.1337,1.8396,1.0334,-0.3456,-4.3740,-0.6165,0.7231,1.4912,3.1171,1.5690,-1.4337,1.3050,0.2907,1.6228,0.6555,-0.3975,0.1891,-1.8327,-0.2747,-2.5285,-0.9113,0.2859,5.0558,0.2245,-0.6663,2.3199,-4.8238,-0.8945,0.3973,-0.5752,0.8164,0.2532,0.8089,-0.7734,1.4272,0.4865,-1.0354,-1.4859,-0.0029,1,val
-1.4658,1.7335,0.0576,0.2100,-2.1395,-0.0323,2.0187,-1.4579,-2.3174,-0.1575,-0.5179,-0.2049,-1.2258,-1.3231,-1.2052,0.6251,-0.0461,0.8024,-1.0525,0.5763,-0.4315,0.0871,0.9114,0.0325,-0.3430,-1.6254,0.0624,0.7658,-0.6178,-0.0650,-1.7283,-1.3048,0.3943,1.2673,-0.3035,-1.6353,-0.3716,-1.5302,-0.2694,1.8900,0,val
0.2929,-0.1490,3.7081,-0.3718,0.3254,-3.0172,0.4367,-1.4399,0.6962,3.5325,-2.2365,-5.8281,-0.8780,1.4625,2.8752,0.6656,0.5438,0.8717,-0.6261,-0.5749,-2.2593,0.5974,0.5639,3.7939,-0.4761,1.0853,0.4632,-2.6086,-2.4977,0.9921,-2.3981,3.1670,-0.6535,0.1186,-0.4683,-0.3053,0.1897,-2.6391,-0.7862,-2.4908,1,val
0.9450,-1.3093,-0.8605,1.1170,0.8888,-0.4870,-0.7672,0.3460,-1.3896,-0.4926,-0.2290,-2.4313,0.5835,0.7553,1.0542,-1.4212,-1.2697,-0.8060,-1.2906,2.0320,-0.9665,-0.3099,0.2041,0.4513,1.4360,-1.0778,0.8712,0.1478,-1.1605,0.1494,-1.3889,1.6067,-0.7233,0.9976,1.2896,-0.6129,-0.8899,0.1300,-1.0402,0.8927,0,val
0.1741,-0.7573,2.3794,0.7200,-1.4389,-1.3820,-0.7795,-0.1946,-0.9184,4.4670,0.8182,-1.1618,0.6490,0.0893,4.8659,0.6607,0.4341,0.5736,0.7320,0.2771,-3.3202,-1.5873,2.0488,1.9363,-2.1440,-0.7100,1.9254,-2.2826,-0.5993,0.2637,-0.0242,0.5274,-0.3331,0.2909,1.1679,-1.1988,-2.2496,-3.6362,0.3297,0.0805,1,val
-1.7805,2.1347,-0.9125,0.3986,-0.0151,0.7276,3.2075,-0.5161,-0.1698,-0.5968,0.2450,0.5199,-0.9693,1.3164,1.1459,0.4448,-0.1102,-0.2369,-1.6432,0.6556,-0.9745,-0.5018,0.9962,-0.9194,-0.5218,0.8578,1.8567,-0.6902,1.1035,-0.6542,0.3880,0.4841,-1.1383,1.0252,1.7991,0.0520,0.2695,-1.1721,1.7877,0.0630,0,val
-1.2762,0.7645,1.5059,-0.6863,-2.1314,-1.8182,2.2104,-0.6346,-0.6535,2.7206,-0.5653,-2.1334,1.4585,-1.0076,3.3948,-1.8026,1.5237,-0.0883,-0.7002,1.5309,-2.8013,1.3699,1.0742,4.5856,-0.8002,0.0567,0.3683,-2.6196,1.5228,-0.7141,1.0024,4.7449,-1.9532,-0.9695,-0.9036,-0.5461,0.3904,-3.4423,0.0789,-0.4593,1,val
-0.1225,-0.6840,-0.4564,-0.6655,-1.5436,1.6332,3.2898,-1.2294,-1.1669,0.5784,0.6057,-1.5733,-1.9210,0.5422,-1.9916,1.4231,-0.4952,0.0855,-0.0031,-0.5595,-0.1421,-0.2997,1.2445,-0.0918,-0.0320,-0.5293,-0.6343,-0.7366,0.0104,1.8368,1.1153,0.2365,1.6688,1.0139,0.2073,-0.1645,-1.0974,0.2485,-0.3158,-1.5851,0,val
-1.2846,1.9363,2.7561,0.4979,0.2000,-3.5512,0.4614,1.0835,-0.3088,3.4694,1.0252,-3.8637,0.1695,-0.7397,2.9641,-0.3690,1.1464,-0.7640,1.6891,-0.3106,-3.6144,-0.9038,0.6627,1.9424,1.8045,1.2824,0.5181,-4.2956,-0.0241,-0.7262,-1.8115,3.7140,2.2015,-0.5359,0.8092,1.2839,-0.9609,-3.0886,0.2683,0.4721,1,val
2.7380,-0.7071,0.8401,1.0199,0.9647,-0.2041,-0.8296,-0.2551,0.6656,0.1212,0.5819,0.5746,-0.8839,-0.9351,1.4412,-0.4861,-1.5844,1.8594,-0.8336,-0.9339,0.9674,-1.1317,-0.8709,1.0480,-0.8199,2.5082,0.0976,2.6844,0.1293,0.0554,-0.6413,-0.2225,-0.5009,-0.0235,0.7717,-1.2712,-0.9179,-2.0936,1.5041,-0.0745,0,val
-0.0137,-0.0580,3.9287,0.3211,0.8502,-2.6667,-0.1211,-0.0556,-1.8625,3.5467,-1.5778,-4.6594,0.6709,0.0552,3.8057,1.7060,1.8620,1.3826,-0.2256,2.0488,-4.1008,-0.0863,0.9965,2.9106,-0.1211,-0.3531,1.3647,-5.6579,1.2727,1.0597,-0.0723,2.9509,-0.9684,1.1093,3.0605,-0.9194,1.3962,-2.6769,-0.3380,-0.4870,1,val
0.6332,0.9983,-1.1445,-0.5780,-1.0687,0.6531,0.3444,0.0328,-0.6500,0.3433,0.0319,-0.7436,0.3333,-0.6646,0.9519,0.6260,-0.6876,0.5871,0.0672,-0.7059,-0.9140,-1.6628,-1.1307,0.3469,1.2075,-0.6283,0.1596,0.3444,0.7807,0.4431,1.2271,0.7663,-0.7619,0.3967,-2.3421,-0.1794,0.0205,0.5794,-0.3017,0.8324,0,val
1.3210,-0.8394,3.3541,0.2605,0.4904,-2.8031,0.8309,-1.1824,0.7759,4.5490,1.1100,-2.8509,-0.2376,0.3997,2.6631,-1.5866,-0.6053,-0.0405,-0.5158,-0.9326,-3.2509,-0.3716,0.0692,2.7255,0.1719,0.9933,0.1366,-2.1838,-1.2224,-2.9478,-0.4004,3.7973,-0.3393,-0.6233,-1.2398,0.8918,-0.5276,-2.4446,1.1308,0.5361,1,val
1.6796,-0.7408,-0.5443,0.0914,-0.5186,0.0534,-0.6078,-1.4219,-2.4126,-1.2899,1.5215,0.4444,0.1538,-0.4647,-0.1454,0.2990,-1.3893,-0.7983,-0.8905,1.2590,-1.0565,1.1726,-0.4656,2.7260,-0.0785,0.0323,1.3508,0.8748,0.9392,-1.0691,1.1359,1.6799,-0.1023,-0.4841,-1.0915,1.0174,0.2940,0.0067,-1.2352,1.6210,0,val
0.8752,-0.0201,4.5775,-0.9513,0.8816,-4.4255,1.4109,-0.2751,1.2230,2.3695,0.3987,-2.1246,-0.9021,0.0969,1.7360,0.8521,-0.6037,-0.3728,-0.2027,1.1648,-4.5596,-0.0255,-0.3289,2.4220,-0.7873,-0.1596,0.1960,-4.2761,0.2338,-1.1842,0.0149,5.3508,-0.9676,-0.0659,-0.2546,0.9816,-0.4743,-5.4828,-1.6111,0.1771,1,val
-0.8473,-1.2398,-1.0153,-1.1551,-0.0506,0.3508,-0.1643,0.1970,1.1852,-0.2886,-1.2527,-2.2857,0.2420,-0.6800,-0.2490,0.4097,0.4626,-1.5678,-0.9572,0.0743,-0.1438,1.1468,-0.5017,-2.0647,1.1702,-1.6356,-0.9705,0.3896,-1.0592,2.4885,0.2383,0.5354,-0.4363,2.2167,0.5399,-0.7169,1.2547,-1.6893,-0.5864,0.2885,0,val
0.1379,-0.9591,5.4547,1.4714,-0.9348,-3.4077,-0.6343,-0.4327,0.9863,3.1738,-0.1083,-3.6842,-1.1722,1.2209,2.2702,1.3084,-0.4582,-0.4557,1.4857,0.1913,-4.1711,-0.5356,0.6054,4.7911,0.6137,-0.3934,-1.1213,-3.7502,-0.1190,0.2449,-0.6555,4.4896,-0.9577,-0.7139,0.4973,0.4809,-0.3901,-1.3395,-1.4080,1.6338,1,val
-0.2080,1.7177,-2.9220,0.3850,0.9218,0.3278,0.1944,1.3869,0.3354,-1.8921,-0.9444,-0.2961,0.1443,-0.4474,-0.1048,1.6683,-2.9318,1.1517,0.9364,0.6021,0.0153,0.0637,0.3635,0.2421,-0.7235,0.7809,-0.8254,-0.0404,-0.3581,-1.1505,0.6050,-0.0694,-1.1642,-0.0777,-1.3768,1.4331,0.5157,1.9837,-0.5665,0.7046,0,val
-0.9666,-0.8502,2.7779,0.4105,0.9225,-3.0960,1.1003,0.9626,-0.8730,2.6360,-0.9136,-1.1387,-0.5494,0.8825,3.5650,-0.2531,-0.4854,0.3433,-0.7727,-1.2605,-3.9422,0.3376,0.1914,4.5524,-1.8208,0.5011,-1.1495,-1.7825,0.6929,0.1266,1.4682,2.0780,-0.5276,-1.0469,-0.6534,0.1147,0.6697,-1.7833,-0.2674,-0.7261,1,val
0.5692,0.6436,-0.5450,-1.1327,-1.2928,-1.1646,-0.6386,-0.3078,-1.7615,0.6653,-1.5280,-0.6805,-0.7164,0.8228,1.8250,-0.3506,-0.2721,-0.3888,-0.1983,-0.1679,2.4475,-1.0791,-0.1083,-0.7817,0.3537,-0.5148,0.5700,-1.0705,2.0919,0.2078,-1.7510,0.6929,-0.4650,-1.1426,0.4373,-0.5125,0.7311,-0.5413,0.8938,0.1475,0,val
