f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,label,split
-0.0569,-1.6804,1.2401,-0.0825,1.7683,-0.2840,-1.0532,1.0879,0.8003,-0.8331,0.2533,-0.7330,-0.7224,-0.5700,1.6244,-1.0881,0.3152,0.8006,-0.7561,-1.5203,3,train
1.7359,-0.2595,-1.2145,0.8657,-0.0477,-0.8369,-0.3977,-1.1815,-0.8296,-1.2336,-1.3364,0.5772,0.2578,1.6959,-2.7122,-0.6810,-0.8592,1.3225,1.0317,0.1089,3,train
-0.7710,-0.5343,-0.4623,-2.5549,1.8969,0.7268,2.0856,2.2420,0.4852,0.8253,-1.7178,-1.0361,0.8435,-0.3993,-1.6459,-0.0277,-1.3149,-0.0154,1.5629,-1.1619,3,val
0.5400,-0.0439,0.1696,-0.8698,-0.3593,-2.4241,-0.1980,1.2703,-1.1508,-0.2068,0.6978,1.2154,1.1571,-0.9155,-0.4409,1.7566,-0.4909,0.2698,-0.8740,-0.6854,3,test
-0.5729,-2.2449,-1.0469,-1.0139,1.3481,0.7523,0.3853,-0.0147,-1.4301,0.4627,-0.8617,-0.1394,0.9318,-0.2151,-0.0514,-1.0317,1.0378,0.5136,0.6940,1.6218,3,train
0.0011,0.6260,0.3127,0.2853,0.4480,-1.5766,-0.1047,1.6708,-0.0803,-0.2248,0.8312,-1.7985,0.3754,1.5133,-0.2840,-0.8611,0.5070,-0.4856,-0.8561,0.1416,3,train
0.6534,-1.2406,-0.5835,0.7087,-0.0580,0.2371,1.3702,2.1688,2.0903,-0.5841,0.9048,-1.7026,0.7860,1.2957,-0.7625,0.4440,0.8248,-0.1888,-0.6718,1.5022,3,train
0.1400,0.9415,0.2119,1.5782,1.4755,0.4499,1.7714,2.0781,-1.2744,-0.3550,0.2486,0.1694,-1.7447,2.3060,-1.6102,-1.1715,0.4280,0.1778,1.5320,0.2024,3,val
0.7141,-0.7680,-1.3373,-0.4933,1.0084,-0.3118,1.2453,0.5913,0.7433,0.0059,0.8313,-0.0124,0.1805,-0.4961,1.2438,-0.0573,0.4863,0.6385,-0.9266,-0.8623,3,test
1.2708,-1.0911,-1.0531,-1.0223,-0.4173,-1.1018,-0.8499,1.6583,-1.1241,-0.0292,-1.2138,-0.2230,0.5071,-2.0506,0.0345,0.2091,-0.0802,0.2415,0.3998,-1.3331,3,train
0.6354,1.2898,-1.3977,-0.6211,-1.4027,-0.0377,-1.1005,-0.1821,0.7624,2.2532,-2.1042,1.6472,-0.9465,0.6723,0.3393,1.2316,-0.2269,-0.8575,-0.0800,0.7803,3,train
0.3957,-0.0240,0.1640,-0.0069,0.5927,0.7973,-0.3098,0.4789,-2.1878,-0.9047,-1.5580,0.6683,-1.1073,-0.7213,0.5182,0.9893,1.2135,-0.8776,0.2255,1.0648,3,train
-0.2450,-1.2478,-0.6633,0.7005,0.0789,-0.3843,-0.5786,2.8727,0.7480,-1.2654,2.1748,-0.4311,-0.1668,-0.5090,-0.5909,0.6321,-1.4752,0.0180,-0.3428,1.7470,3,val
0.4263,0.5186,0.5870,0.1117,-2.4839,0.4158,-0.3357,0.8478,0.3004,-0.5635,-0.9131,-1.0374,0.2747,-0.1182,-0.9061,-0.3798,0.3404,-0.6824,-0.1397,-0.6247,3,test
0.0808,0.0511,0.8070,1.3014,-0.7422,0.5882,0.2585,1.5942,0.8248,0.8696,-1.2865,1.4764,-0.1889,-0.6824,-0.7074,-0.2373,-1.1419,1.0851,0.4208,-0.9182,3,train
0.2269,0.0718,0.9578,-0.1035,-0.2731,0.4965,-1.8546,-0.7735,0.4990,1.0669,-1.7039,0.0032,-0.6779,-0.2938,0.5944,1.4920,1.7640,0.9428,0.6340,0.1353,3,train
0.3874,-1.2092,-1.1301,0.1108,-1.5971,1.7705,0.5953,1.7703,0.4765,0.2334,0.0561,0.7010,-0.6840,0.2646,0.1599,0.7723,-1.1154,0.2387,-0.1385,0.6248,3,train
0.1767,0.4546,0.4372,1.3617,0.2991,0.5291,-0.9463,0.5958,0.7642,1.0465,-0.9898,-0.0495,-0.2811,0.0458,-0.4916,-0.4337,-0.0701,0.1173,1.0133,-0.8631,3,val
0.7832,0.4947,-0.1963,-1.1668,1.0493,-1.0873,1.1276,2.1686,-0.1575,-0.1791,0.8129,0.0025,-1.7515,-0.7102,-2.1609,0.3930,0.9194,1.0262,-1.3593,2.1216,3,test
-0.1198,-2.0011,-0.8831,1.0393,2.0650,-0.5477,-1.8593,-0.0198,1.9119,-0.0122,-1.4168,-2.1089,0.6296,0.7985,-0.4888,-0.2082,0.0688,-0.3516,-0.5591,-0.5861,3,train
1.2258,0.3918,1.0164,1.8362,-2.3004,-0.0752,0.9511,0.8637,-0.6087,0.3882,-0.5406,-0.8534,-0.3177,0.0451,0.0003,0.8919,0.0110,-0.4863,3.0445,-0.2383,3,train
-0.1541,-0.7109,-1.5907,0.1854,1.4536,-1.8337,-0.7688,1.3985,-0.6925,0.5201,-0.0584,-1.1136,-0.2263,-0.5277,0.5340,-2.5539,0.4029,1.3247,0.1407,0.2283,3,train
0.3274,-0.1576,-1.2938,-1.1980,-2.3340,0.4249,0.1629,2.4048,0.2471,0.6845,-1.3543,-1.8811,-0.5828,-0.3400,0.3523,-0.1434,-0.1769,0.0318,0.2439,0.1916,3,val
-0.5133,-0.1031,-1.4845,-1.1282,-0.2831,0.4199,-0.7671,-0.2666,0.9481,-0.8465,-1.7349,-0.9832,-1.1988,-2.4354,-0.3975,1.6792,-0.7548,-0.8331,1.1350,0.0769,3,test
1.3517,-1.1930,-0.0710,0.4953,0.1917,-1.1847,-0.9424,2.9707,-0.1055,-0.2748,1.0682,-1.8042,-0.0650,-1.7744,1.3849,-1.0023,0.1014,-0.9328,0.1192,0.3081,3,train
-0.3286,0.2399,-0.2501,-0.5139,0.6213,0.8456,-1.3609,0.7353,-0.7860,0.2858,-1.4128,1.5455,0.0347,0.1473,0.8654,-0.7552,0.3645,0.3995,1.2840,-1.0568,3,train
0.5904,0.2448,1.0587,-0.2554,-0.1982,0.8304,-0.3563,3.1228,1.3682,0.2130,0.1743,-0.6510,-0.9199,1.4346,-1.0342,0.0821,0.2927,-0.8978,-0.6820,-0.7043,3,train
0.3705,1.3872,2.0301,1.0107,1.3161,-0.4391,-0.6864,2.6237,1.4627,-1.0145,1.1458,0.2999,0.8019,0.9684,1.9032,-0.6179,0.0095,1.2671,-0.2497,0.5537,3,val
-1.6865,-0.5411,0.8930,-0.5322,-1.5223,-0.4885,0.1139,1.3846,0.3447,0.5407,-1.0388,-0.5862,-0.7505,-0.4229,0.4565,1.3467,-0.2167,1.0759,1.1262,-1.1257,3,test
0.1708,-1.3586,1.8870,-1.8524,-1.2045,0.7996,-0.7241,2.5075,-0.9624,1.0760,-0.5593,0.7449,1.0246,-1.4719,-0.8613,-1.7231,-1.0824,0.9415,-0.0068,0.8705,3,train
1.0579,0.7475,-0.4031,-0.3601,0.3454,0.8936,1.1112,1.4279,-0.2628,-0.0489,1.6865,0.3094,2.0265,-0.6817,0.9044,0.2479,0.7909,-0.7184,0.3687,-0.0324,3,train
-1.1587,-1.3791,-0.3001,0.5789,0.2928,0.2746,0.3558,0.3986,1.0940,0.1043,-0.7139,-0.5097,1.0205,0.2270,-1.6224,2.1303,-1.4389,1.7451,0.8829,-0.9637,3,train
1.2920,1.0770,0.6851,0.3610,0.2530,-0.4934,0.3107,2.4505,-0.0664,1.9992,-1.5079,0.0717,-1.4389,-1.7094,0.2930,-0.2846,-0.5128,-1.0147,-0.1939,-1.5729,3,val
-0.4854,-1.2047,0.4511,-1.8124,0.4682,0.3070,0.5656,2.0649,0.8323,-0.2194,-1.0379,0.4185,-0.7443,-0.3188,0.1609,-0.8832,1.0196,-1.4881,1.2597,0.0090,3,test
1.1459,0.7149,0.3329,0.1572,-1.3277,-0.5145,-0.8949,0.1954,-0.0868,-0.7498,0.1806,-0.2143,-0.4240,0.4307,0.5046,-1.2921,-0.2710,2.9505,0.0553,0.4996,3,train
1.0134,1.5713,0.6198,-0.0904,0.0699,-1.8446,0.6315,0.5293,0.4358,0.4118,0.2522,2.1314,0.9565,-0.6077,0.6489,0.6696,0.0803,1.4436,-0.3241,-1.6994,3,train
0.4258,-0.9421,0.1927,-1.4604,0.4233,-0.2141,-0.8628,0.9425,-0.2283,0.9496,0.2773,-0.1630,0.1988,0.9246,0.5045,1.7824,-0.6763,0.8571,0.1646,-0.5858,3,train
0.8703,1.0137,0.5206,-0.8310,0.2106,0.4221,1.6950,1.4462,0.1931,1.5929,0.1057,-0.4038,0.3258,0.8072,0.1935,-1.6225,-0.3576,1.0367,-0.6929,0.8922,3,val
-0.7500,0.8338,-2.0872,-2.0368,-1.4994,0.5668,-0.2327,1.9708,-0.0359,0.1712,-0.4787,-0.3512,1.0217,0.8032,-1.2799,0.6109,2.0468,0.7921,-0.8938,0.7791,3,test
-0.2746,1.0049,1.2582,-0.4746,0.1629,-0.3484,0.0459,1.6205,-0.3867,3.8165,0.2981,0.1246,-1.0713,0.6579,-1.0434,0.7591,-0.0468,0.1782,-0.4138,-0.8043,4,train
0.0524,-0.0408,0.3235,-0.2427,0.8055,0.1838,0.1618,-0.1973,0.0241,3.8116,-0.6516,-1.1458,0.4227,0.4572,0.0697,0.2808,-1.2438,-0.9170,0.0388,0.0091,4,train
0.4995,-1.8337,1.2642,-0.9951,-0.5119,-0.9880,-1.2866,-0.2740,-1.8261,3.5709,0.2055,-0.2545,0.0177,-1.3839,-1.7813,-1.2665,1.0807,0.3480,-1.7257,1.7176,4,train
1.1060,1.0319,1.3188,-1.6268,0.1117,-0.7272,1.9412,0.7126,0.0315,3.4815,-2.0436,0.1367,-0.7904,1.3730,0.7655,-0.0411,-0.3511,1.1238,-0.4878,1.1176,4,val
-0.2470,0.3992,1.7553,-1.5408,0.7724,0.7637,-0.2188,1.4776,0.6948,3.6172,-0.9565,0.6044,-1.2363,0.5333,2.1540,-0.8496,1.5699,-1.0330,0.1015,0.7418,4,test
0.3592,-0.7282,-0.5745,0.8643,-0.0447,0.4331,0.0530,0.4086,1.5678,3.3151,-0.2458,0.0609,0.7426,0.4859,-2.0791,-0.0389,0.4632,2.6093,-0.5514,-0.2355,4,train
-0.0343,-1.7075,-0.7942,-0.0467,-1.4551,-0.2318,-0.6427,1.2753,1.6067,5.6315,0.1720,0.6954,2.3723,-0.6043,1.7106,-0.8682,1.0771,-1.5107,-0.3589,-0.1598,4,train
-1.8883,0.1563,-0.2540,1.5010,0.6086,-2.1110,0.1605,1.0865,-0.0634,3.3536,-1.3201,-0.3317,-0.8980,-0.2398,-0.2880,1.2977,-0.9420,0.3614,-1.0536,0.3048,4,train
-0.5326,-1.1425,0.0671,0.0546,-0.6001,0.4489,0.1030,0.7001,-1.3303,4.3102,1.2840,-0.7808,1.9940,0.2609,-1.2570,-1.0256,-0.7067,-0.6126,-0.2046,0.3259,4,val
-0.2858,-0.9233,-1.9969,-0.6735,-1.1876,0.9044,-2.3672,1.1635,-2.8045,3.3844,0.0431,-1.0740,-0.9388,0.8975,-1.0435,-0.0634,0.0735,0.6794,-1.2241,1.3359,4,test
1.0348,-1.3743,1.1121,-0.0640,0.8029,-0.6052,0.8858,0.0626,-1.8549,5.5234,-0.6329,0.4917,-0.1646,-0.4214,-0.3426,0.9422,0.9586,0.9506,-1.5931,0.8376,4,train
2.3282,0.4121,1.1592,0.0252,0.1676,-0.6772,2.0146,-0.2987,1.1186,2.3333,-0.1181,-0.3591,-0.0799,-0.4785,0.6640,0.6853,-1.5716,-0.4091,-1.2806,1.0986,4,train
0.4971,0.1799,-0.0254,-1.9140,1.7240,-0.1159,0.7084,1.0830,-0.9676,2.4637,1.7455,1.9660,-0.7896,-0.0515,0.9786,-0.1177,1.3458,0.6331,-0.0427,0.7002,4,train
1.2931,-0.6278,1.3383,2.5374,-1.7170,1.7286,-1.4491,-0.0370,1.8637,5.0267,0.7059,0.4065,0.2089,0.4941,-0.1648,-0.2505,-1.1980,1.7753,0.0136,1.9367,4,val
0.4889,-1.0642,-0.2243,0.0787,-0.0873,-0.2686,-2.2478,-0.3717,-0.2174,2.7501,-0.2814,-1.5296,-0.8209,1.5097,-0.9091,-0.4907,-0.7926,-0.1297,-0.4851,2.0392,4,test
1.3926,-0.4353,0.4824,2.5724,0.0226,0.0288,-2.8319,-0.3042,-0.1905,3.7811,0.2717,-1.0620,-0.9044,0.8054,-0.2310,0.0742,0.7032,0.1450,0.1923,-1.0429,4,train
-1.6600,1.8120,-0.7304,1.7254,-0.4562,-0.0943,1.3474,0.2535,0.2262,3.2463,-0.2158,-0.6947,-0.7280,-1.7465,-0.1071,-0.7413,1.4550,2.1713,1.9562,-1.1454,4,train
-0.0829,-1.4902,1.6112,0.7636,0.3419,1.9885,0.5413,-0.2511,0.3296,3.9240,0.5304,-1.2642,0.5626,-0.2461,-0.3772,-0.3320,-0.0729,-1.6955,0.6523,-0.1456,4,train
0.0372,0.9989,0.0224,-0.0820,-1.1694,-0.4132,-0.5333,-2.3718,-0.2431,3.4131,0.3608,1.0884,-0.2486,1.2449,1.3011,0.8214,-0.2773,0.1602,1.6988,1.6082,4,val
-1.6763,-2.2193,1.8421,0.7748,1.4104,0.6389,-0.2444,0.5197,0.0138,4.4501,0.9043,-0.8939,-0.7036,1.0787,0.9453,0.3494,0.4060,-1.1938,-0.7986,0.5885,4,test
0.5542,0.6463,0.7188,0.9136,1.9792,0.3563,-0.7567,-1.6531,-2.1995,3.0325,0.9558,-1.6185,0.2400,-0.6550,-0.1920,0.2811,0.1020,-1.1280,0.8238,-0.0706,4,train
0.8415,1.6498,-0.3268,1.6781,-1.5262,-0.1878,1.3722,1.3844,0.5845,4.3828,-0.3491,0.7903,1.0294,1.0199,0.4448,0.9106,0.5015,0.6782,-1.4931,0.6695,4,train
-0.3136,0.1217,0.3157,-1.2599,-0.4690,0.3062,-0.3483,0.0928,0.2964,3.5348,-0.4841,0.2469,0.6407,-1.2135,0.8511,-0.9424,0.4324,0.6782,0.7075,-1.1216,4,train
-1.1248,0.6374,0.1985,-1.7525,0.8045,1.2540,-0.4651,-0.0184,0.3082,2.6940,-0.3705,0.6169,-0.2867,0.0501,0.1717,1.7857,0.3253,0.3988,-0.4182,1.3044,4,val
0.0306,1.3805,1.4101,-0.8726,-0.2557,1.3419,-0.4152,1.6365,-0.1033,5.3863,-0.9179,-1.8989,-1.4047,2.0474,-0.6706,-0.3810,-0.5206,-0.6875,0.2154,0.1859,4,test
-0.4760,1.4004,1.0183,1.0527,1.3052,-0.1368,0.9405,1.7120,-0.7725,4.3988,-2.4160,-1.8608,-1.4183,-0.9487,-0.9194,-0.4371,0.8733,-0.6822,-0.3198,-1.2539,4,train
-0.1322,-0.7018,0.9417,0.1658,-1.7725,0.7789,-1.1557,-0.3518,-0.9991,2.3803,-0.5572,-1.1494,-0.6939,-0.2384,0.7680,0.7540,1.8323,-1.5833,-0.3506,1.2598,4,train
-0.1267,0.7689,1.5881,0.6184,0.3674,-0.1207,0.6629,0.1420,0.3822,3.6274,-0.0905,-0.8461,-1.0572,-0.8110,-0.8074,-0.6368,-0.5435,-1.4885,0.3429,0.3513,4,train
-2.3301,-1.3870,-0.9397,-0.8420,0.0940,-0.8196,-0.7409,0.7641,-0.1544,1.9049,0.9824,2.2789,1.1623,-0.1314,1.3930,-0.0394,-0.3193,0.2829,1.3297,0.1456,4,val
-1.3563,0.2192,-1.0479,-0.0679,-1.3593,-0.8385,-0.9416,-0.6377,-1.1115,4.7020,0.8078,-0.3034,-1.0124,1.1249,-0.2152,0.6005,1.0352,-0.3778,0.4680,0.4776,4,test
-0.1434,-0.5936,-3.3684,-0.3623,1.6793,1.0474,2.7522,0.1032,0.9154,3.1490,-0.7199,-0.8448,0.4837,0.8034,-1.8825,0.7301,0.9384,0.8178,-1.2484,0.2263,4,train
-1.3050,-1.1067,2.2280,-0.6467,-0.4632,-1.9214,-0.5904,1.3839,0.4155,2.0851,0.0643,0.3914,0.6117,-0.9674,0.4004,-0.6382,-0.4723,-0.8255,-0.7754,0.5107,4,train
0.2211,2.7359,-0.8652,-0.2597,-0.0455,1.5789,-1.3992,0.5872,-0.0742,6.5761,-0.1833,2.0121,-0.9377,0.3817,-1.0748,-0.5698,-1.2247,-0.3805,1.5673,-0.5094,4,train
1.6285,0.3276,0.0320,0.3348,-0.7298,0.6117,0.1143,-1.9259,0.0577,3.8771,0.0747,0.3306,0.0265,-0.4625,1.0661,1.4175,-0.2828,0.8172,-1.0579,1.2647,4,val
0.0608,0.9632,-0.4786,0.0615,1.0206,-0.5267,0.3578,1.1068,0.2718,3.2085,-0.3736,-0.2291,0.0349,0.6433,-1.5247,-0.0523,0.2167,1.5124,-1.4294,-0.8580,4,test
-0.0247,1.1018,-0.0250,-0.6242,-0.0379,1.2399,0.7323,0.2123,0.1604,4.8480,0.6310,0.2604,0.7372,0.1165,-1.0812,0.9077,1.2047,1.3942,-0.0458,-1.1697,4,train
-0.5586,-1.8250,0.1677,-0.7366,0.0879,-0.4596,0.8239,0.8589,0.5130,4.2861,-0.5076,2.3423,-1.6797,0.7485,1.0323,-0.3731,0.1356,-1.1563,-0.4156,0.3045,4,train
-1.8950,-0.3326,-0.8073,-0.9272,-0.1476,-1.3353,1.0865,1.1452,0.0482,2.5425,-0.0421,-0.0855,-0.7600,-0.6198,0.4306,-0.8689,-0.6099,-0.4251,-0.9626,0.2655,4,train
0.9197,0.7134,-0.0157,0.8409,1.0832,-0.3666,-0.0408,-0.5810,-0.3444,3.2507,0.0928,0.5138,2.1550,0.3386,0.9341,-0.2117,1.6222,0.1293,-0.1589,-0.2605,4,val
-0.3718,0.1843,1.7270,0.0789,-0.7261,-1.7928,-0.0931,-0.9708,-0.7397,3.3367,0.3443,0.4637,1.1276,-0.9146,-0.6300,-0.8455,-0.9722,-0.6277,-0.8153,0.6731,4,test
2.1335,-1.9938,0.8078,-1.5184,-0.4666,-1.1787,0.0070,0.4648,-0.4007,-0.6403,-0.9607,4.7798,-0.8279,-0.6606,0.0564,0.8489,-0.6832,-1.9677,-0.3636,0.7879,5,train
0.3411,-1.1314,-1.2412,0.2020,-1.8085,-0.4104,-2.6392,-1.0318,0.3449,-0.5038,-0.7068,6.4320,-0.9135,-1.1346,-0.4238,-0.0957,0.1098,-0.2008,1.1193,0.5177,5,train
2.1988,-1.5380,0.2070,-0.7828,2.0463,0.2481,0.7652,0.3508,1.3874,-0.5611,0.8464,4.5004,0.5166,1.0664,0.8089,0.5460,-1.8429,0.0486,-0.3615,1.4370,5,train
0.5964,1.2303,0.4746,-1.3537,-0.8147,-2.0577,1.1356,-0.2231,-1.2769,0.4409,-0.4494,6.3201,1.2221,-2.0234,-1.4581,-0.1329,-0.2787,1.0544,-0.3849,0.4671,5,val
-1.3604,-1.4163,-0.7287,-0.2434,-1.1012,0.2068,-0.7880,1.0570,0.4521,0.6158,0.1724,5.7129,-1.6150,-0.2589,-1.7650,1.2386,-1.1387,-0.9230,-0.4827,2.0858,5,test
1.5773,0.0916,2.4624,-0.2561,-0.5722,-0.0671,-0.5776,-0.7333,0.6431,-0.4811,0.8166,6.1089,0.8558,1.4838,0.9872,-0.9579,1.2542,-2.4367,1.1855,1.1368,5,train
1.1969,-1.8613,0.9350,-0.4376,-0.3158,-0.2086,-0.5870,0.6711,-0.0881,-0.0850,0.0103,4.7518,-1.0191,0.5371,0.7725,-1.1851,0.8884,1.1860,0.1295,1.3796,5,train
1.2929,-0.7559,0.2506,-0.9268,2.3368,-0.4324,0.6077,-1.4531,-0.3254,0.3795,-0.1487,5.4727,1.4071,-1.5322,0.0451,-0.2012,-0.3917,0.5938,0.1941,-0.2111,5,train
-0.1132,0.4795,1.2029,0.1992,0.0291,-0.5888,1.3396,0.9006,0.4824,0.2629,-0.8383,6.3843,0.2589,-1.1595,-0.9577,-0.1415,1.8263,0.3212,-1.4395,1.1986,5,val
0.6570,-0.5618,-0.1429,2.0908,1.0532,4.4184,-1.7978,-1.5619,-0.4473,-0.9162,-0.6775,6.7191,1.2639,-1.4117,0.5268,0.8055,0.2177,1.2881,1.1045,-0.8141,5,test
0.2381,-1.1891,-0.2510,0.9662,0.3531,0.0042,2.4874,0.5850,0.9053,-0.8672,1.1606,5.6697,-0.1960,-0.4275,-1.2657,0.5356,-1.2232,0.7868,-0.8070,1.2150,5,train
1.1197,-1.0991,0.5343,0.7010,0.2527,-0.1293,-0.5887,-3.1887,0.4749,-1.2558,-1.0351,6.1162,-2.6055,-0.7637,0.6512,0.0069,-0.2272,-0.7806,0.1553,-1.5221,5,train
0.7644,-0.9110,-0.1455,-0.3792,-1.2390,-1.9426,-0.8691,-0.7697,-1.0278,-0.0708,0.2860,6.7957,0.3334,-1.1572,1.3416,0.3307,0.7042,-1.2689,1.0454,2.2305,5,train
1.0843,-0.5832,0.1498,-0.0679,0.6386,0.1435,0.2519,-0.9042,-1.1738,-0.0250,2.4616,5.2971,0.5116,1.2990,-0.6380,-1.6198,0.3532,-0.0520,-0.8568,1.4697,5,val
-0.0175,-1.3544,1.2250,1.1077,0.8084,1.5947,-1.0259,-0.9860,0.8490,0.4328,-0.0520,5.4350,1.0025,0.2479,0.8474,-1.1265,0.0519,0.4097,0.9985,-1.6434,5,test
-0.6491,0.0007,-0.1404,0.4117,0.7759,0.2593,-0.0721,0.8650,1.3785,0.0609,-0.7876,7.1519,0.9042,2.1498,-0.4051,-0.3857,-0.1699,-0.0898,-1.4450,0.8271,5,train
-2.7408,-0.0475,-1.0558,0.2583,-1.1466,-1.3379,-2.0273,-1.2443,-0.2878,2.1099,0.6652,5.1473,1.3342,0.2424,-1.8509,-1.7324,-1.4988,-0.5736,0.0362,-0.6065,5,train
-0.9308,0.1690,0.7835,-1.0595,1.2375,-0.8326,-0.2825,1.6548,0.5989,0.0459,-1.9020,6.1205,-0.3521,-0.2169,1.0933,-0.5424,1.7829,0.0482,0.1642,-0.3069,5,train
1.3432,0.2439,-0.9906,-0.7625,1.1593,0.5486,-0.8433,-0.1221,0.0978,0.5738,-0.9507,6.0388,-1.2866,-0.7659,-0.2234,1.3487,-0.0867,1.6524,0.3823,1.2878,5,val
-1.7858,-2.1636,-0.4242,1.7667,-0.1539,-0.4971,0.6106,-0.3672,-0.3741,0.1974,0.3994,5.9430,-0.8039,1.5963,-0.8582,-0.8946,-0.1800,-0.1405,0.2963,1.5547,5,test
-0.0383,0.1230,0.9706,-0.1217,0.1698,-1.0854,0.4015,-0.0807,-1.4235,0.2410,2.2067,6.1699,-0.7933,1.2792,0.3555,0.1924,1.5094,0.9115,2.0801,-0.7916,5,train
-0.0838,0.2024,-1.1720,0.2873,-1.3888,-0.5600,-0.2476,0.2572,0.3227,-0.7520,0.3413,6.0982,-0.0898,0.0292,-0.5045,1.8039,1.3674,0.2550,1.3201,-0.8695,5,train
-0.3234,0.4452,-0.3228,-0.9089,-1.4894,-1.0944,0.9323,0.4816,-1.3973,1.8516,-0.4800,5.2442,-0.1655,0.0442,-0.3789,-0.0338,0.7711,0.9084,-0.6722,-0.1636,5,train
-0.4321,-0.0961,-0.3136,0.5930,-0.9165,0.3863,0.7337,-0.3101,-0.3217,0.6023,-0.3701,5.8916,0.2067,-2.4568,0.6929,0.2423,0.5779,-1.3680,-0.4148,0.4380,5,val
-0.5870,-0.4503,1.5168,0.2665,1.2273,-1.3324,0.4243,-0.5460,-0.4981,1.2588,-1.0470,5.2842,-0.6895,-0.2389,0.0304,0.4194,1.2342,0.4663,1.7520,1.0558,5,test
-0.1433,1.3667,-0.2968,0.9826,0.0353,-0.5525,0.6590,0.6814,0.3060,1.0843,0.1184,4.9119,0.0834,1.8517,-0.9545,-1.7988,0.0047,-1.0112,1.3315,0.1621,5,train
-0.0568,-0.9287,0.4839,0.9231,1.2025,1.0423,-0.0128,1.1733,0.4872,-1.2598,1.3517,5.4430,-0.5800,-1.5375,-0.8169,-2.0864,-1.2184,-0.8232,-1.1754,-0.3814,5,train
-0.3047,0.4334,1.0968,-0.5979,1.4652,-0.0419,-0.0481,0.3551,1.3434,-1.1998,0.9161,5.5068,0.0926,-0.9984,-2.5032,1.1597,0.7549,-1.0420,-0.9006,-1.1881,5,train
2.0234,-0.1357,-1.6795,0.7310,-0.8962,-1.5712,0.3848,-0.0050,0.1711,0.7063,0.9487,4.2613,0.1707,1.1401,1.2308,-1.0241,-1.8081,-1.0985,0.3877,-0.2014,5,val
-0.1769,-1.2587,-1.1013,-0.2325,0.8231,1.4667,-0.9914,0.4389,-0.0652,-1.1498,-1.1699,7.6850,-0.4348,-0.0868,0.4529,0.3595,0.6858,-0.7974,-0.3787,0.2533,5,test
-0.7237,-1.6877,0.8574,0.8406,0.9389,-0.1173,-1.7817,-0.3941,2.0092,0.3010,0.2487,4.5538,-0.6418,0.9703,0.3313,-0.1299,1.2432,0.7059,0.5431,-0.1671,5,train
1.0283,0.3125,-1.2499,-0.1752,-0.2753,0.4155,1.2607,-0.0696,-0.4320,0.7318,0.4684,5.6221,0.4606,0.1885,0.3440,-1.5144,-1.9616,-1.4929,-1.6740,0.9665,5,train
-1.2804,1.4546,-1.1235,-0.8008,2.1447,-1.2775,0.6980,0.8148,1.1020,0.6551,0.2503,7.4863,-0.0768,0.0984,0.3968,-0.3357,-0.1407,1.2036,1.6105,0.6038,5,train
-0.4886,-0.3807,-0.3610,-0.4347,-0.0841,-0.2174,1.0721,-1.4002,-0.4018,0.8102,-0.4003,5.8755,0.5542,-0.0742,-0.9539,0.1551,0.6347,-1.6710,0.9103,-1.6957,5,val
-1.2989,0.2354,-0.0354,1.0256,-0.0672,-0.4142,-0.7320,0.2173,-0.2303,0.8788,0.4199,7.3738,0.7139,0.1855,-0.0542,0.6297,0.7705,-1.3137,0.4066,-0.3461,5,test
0.8018,-1.8924,-0.1011,1.0044,-1.7095,0.2340,0.0256,-0.5479,0.9051,0.9281,0.0368,7.7084,1.4640,0.2158,0.8490,0.8829,1.7296,0.8181,0.6992,0.1386,5,train
1.5819,-0.0540,-0.0800,-0.9333,2.5661,-0.3660,-0.4727,-0.5402,1.1960,0.3778,-1.9859,6.3555,1.8425,-0.0191,0.1424,2.8858,-0.2118,-0.1812,0.6603,2.4365,5,train
-1.5753,-0.1136,-0.1840,0.7756,-0.3254,0.1686,-1.2339,-1.2190,0.0904,1.6554,-0.9296,4.3144,1.2048,0.4202,0.8262,-0.1337,0.2803,-0.0534,0.0383,1.8093,5,train
-0.3537,0.0464,-0.1413,1.7153,-0.1206,0.4290,-1.1788,0.5805,0.6816,0.6941,-1.5491,5.7530,-2.5711,1.6976,-0.0601,1.6643,1.9513,1.0612,-0.5923,-0.1717,5,val
-1.9028,1.4170,1.5076,0.9067,-0.2394,0.4017,-1.5449,-0.9037,-0.4037,-0.7092,1.6975,5.8713,-2.3608,1.1817,0.5401,-0.1926,-0.6735,2.0983,0.2779,0.3040,5,test
